comparison_type,left,right,eval_time,left_alpha,right_alpha,n_tasks,delta_realized_fpr,delta_realized_fpr_ci_low,delta_realized_fpr_ci_high,delta_realized_fpr_positive_tasks,delta_catch_rate,delta_catch_rate_ci_low,delta_catch_rate_ci_high,delta_catch_rate_positive_tasks,delta_effective_lead_fraction,delta_effective_lead_fraction_ci_low,delta_effective_lead_fraction_ci_high,delta_effective_lead_fraction_positive_tasks,catch_rate_sign_flip_pvalue_two_sided
same nominal alpha,residual20_32,shuffled_residual20_32,by earliest stop,0.01,0.01,10,0.004946040621294905,-0.0006529774559752513,0.011861447898288044,4,0.014958639071154356,-0.0014868915968763276,0.031926954417196556,7,0.007931299897199987,-0.0006084013595274797,0.017737367748732788,6,0.14341463414634145
same nominal alpha,residual20_32,shuffled_residual20_32,by earliest stop,0.025,0.025,10,0.004030364767635246,-0.0034162222283470084,0.014814171772411143,2,0.024751672580424648,0.005883994535622513,0.04321834305459576,8,0.011194356169635466,-0.001268739349615672,0.02520305588084598,7,0.04390243902439024
same nominal alpha,residual20_32,shuffled_residual20_32,by earliest stop,0.05,0.05,10,0.01072059567473268,0.0012898161584975459,0.021569620629288914,6,0.029496244297347728,0.004044305223987731,0.056025040207496414,7,0.012176679697555362,-0.0037127691833315555,0.03022966997028972,7,0.07317073170731707
same nominal alpha,residual20_32,shuffled_residual20_32,by earliest stop,0.075,0.075,10,0.02147392716396785,0.0029909584629760817,0.04459899037769844,6,0.03951816367733908,0.013326546345700522,0.06914723890205667,7,0.01792500205115851,0.0013761683769399338,0.03893937206039614,8,0.0224390243902439
same nominal alpha,residual20_32,shuffled_residual20_32,by earliest stop,0.1,0.1,10,0.025581095999327685,0.004448511495342474,0.05168845611876039,7,0.04115324255493214,0.015754846739778817,0.06697134350512315,8,0.019316181344422284,0.0013098563178815773,0.04179855840341595,8,0.02048780487804878
same nominal alpha,residual20_32,shuffled_residual20_32,by earliest stop,0.15,0.15,10,0.038886063851604986,0.007915331427375636,0.08000452754421693,7,0.03791575827515071,0.007227313639062784,0.0745324397927046,7,0.021232978487991095,-0.0008576600339723324,0.046557600602682644,6,0.05365853658536585
same nominal alpha,residual20_32,shuffled_residual20_32,by earliest stop,0.2,0.2,10,0.03194173920190314,0.00272168451890061,0.07144398829216245,7,0.032680973135649174,0.005363430171459643,0.06427340041787155,7,0.022130759362914806,0.00021106750736576318,0.04594594916457393,7,0.05951219512195122
same nominal alpha,residual20_32,shuffled_residual20_32,by earliest stop,0.3,0.3,10,0.03719921517411748,0.007665800652822309,0.07190201078652644,7,0.03348484829810469,0.0018347354775145408,0.06978468988458258,7,0.02796474057808666,-0.0005207372473144884,0.059277071596385546,6,0.10634146341463414
independent FPR <= 0.05 operating points,residual20_32,shuffled_residual20_32,by earliest stop,0.025,0.025,10,0.004030364767635246,-0.0034162222283470084,0.014814171772411143,2,0.024751672580424648,0.005883994535622513,0.04321834305459576,8,0.011194356169635466,-0.001268739349615672,0.02520305588084598,7,0.04390243902439024
same nominal alpha,residual20_32,shuffled_residual20_32,fixed horizon 13,0.01,0.01,10,0.005838258011058923,-0.0018102220661638635,0.015177366853674849,5,0.005214394787124571,-0.008720898241573443,0.019985066480345533,5,0.00653346607089042,-0.0036126162582743593,0.01843483655098696,6,0.5180487804878049
same nominal alpha,residual20_32,shuffled_residual20_32,fixed horizon 13,0.025,0.025,10,0.005969804597178921,-0.001776964726623636,0.01490415124014956,5,0.006337031985668221,-0.00683911536177028,0.019681580905419577,6,0.006937996434713373,-0.0026972210957973827,0.017481723666098084,6,0.3931707317073171
same nominal alpha,residual20_32,shuffled_residual20_32,fixed horizon 13,0.05,0.05,10,0.003190035948092787,-0.0038716094972779244,0.010942363829105491,4,0.003014787066834478,-0.009257249087021491,0.013998910594254196,6,0.0017323541213910283,-0.005063356529179001,0.008024425817054818,6,0.6351219512195122
same nominal alpha,residual20_32,shuffled_residual20_32,fixed horizon 13,0.075,0.075,10,0.00535583805402644,-0.006720685571067397,0.01932202013986757,3,0.004948979015799637,-0.011796906856522807,0.021852372394602138,6,0.002378042663258621,-0.009832034561730332,0.014567855337954046,6,0.5960975609756097
same nominal alpha,residual20_32,shuffled_residual20_32,fixed horizon 13,0.1,0.1,10,0.013478184954140526,-0.004656580771308047,0.03812763451603589,4,0.011691868101092759,-0.012054598116446385,0.03785484355646335,5,0.007175335610079309,-0.008664369542490506,0.023301275271941826,6,0.4146341463414634
same nominal alpha,residual20_32,shuffled_residual20_32,fixed horizon 13,0.15,0.15,10,0.036310783098631956,0.0013335584264475427,0.07752931519018791,5,0.018410343832023522,-0.012023390000628202,0.051306245305616935,6,0.011497564741764447,-0.008382589270750045,0.03318564569233903,7,0.3073170731707317
same nominal alpha,residual20_32,shuffled_residual20_32,fixed horizon 13,0.2,0.2,10,0.040601959940917386,0.00140143509559832,0.08785593760712804,5,0.034192085983187896,0.004488645898409953,0.06695044855122236,7,0.02414693469666443,0.003048576118575139,0.04675019891470625,8,0.07902439024390244
same nominal alpha,residual20_32,shuffled_residual20_32,fixed horizon 13,0.3,0.3,10,0.026378419058366853,-0.0018736367811979181,0.05862252644312788,6,0.03174499526649087,0.005694644579495675,0.06793475970360716,7,0.021168800753789123,3.5801138498063365e-05,0.05168971983640035,8,0.04780487804878049
independent FPR <= 0.05 operating points,residual20_32,shuffled_residual20_32,fixed horizon 13,0.025,0.025,10,0.005969804597178921,-0.001776964726623636,0.01490415124014956,5,0.006337031985668221,-0.00683911536177028,0.019681580905419577,6,0.006937996434713373,-0.0026972210957973827,0.017481723666098084,6,0.3931707317073171
same nominal alpha,residual20_32,shuffled_residual20_32,fixed horizon 25,0.01,0.01,10,0.004931064558221263,-0.002068475089407991,0.013008191157063236,4,0.010833147213225446,-0.004861806500876322,0.028380532802182345,5,0.005817081180172084,-0.0035811348498447147,0.016330024582157748,6,0.2702439024390244
same nominal alpha,residual20_32,shuffled_residual20_32,fixed horizon 25,0.025,0.025,10,0.01051153317206248,-0.00026988758042923464,0.024284234427743356,6,0.020471944964811757,-0.00016601687949705144,0.04332520085086513,6,0.009629074142055955,-0.002227993659400598,0.023210513550215774,5,0.12975609756097561
same nominal alpha,residual20_32,shuffled_residual20_32,fixed horizon 25,0.05,0.05,10,0.015283662465217288,-0.00022987018437359394,0.03714850895256377,6,0.016282000244107354,-0.008702593880246998,0.04446129081852335,6,0.007020599181691592,-0.005241064643474511,0.01961400075329401,6,0.31121951219512195
same nominal alpha,residual20_32,shuffled_residual20_32,fixed horizon 25,0.075,0.075,10,0.029992415949378626,0.0018447798677113374,0.06438247631560336,5,0.027149443817602936,-0.009195769641579522,0.06629630166882068,8,0.0057478705223073115,-0.010172073828214166,0.022244151789182952,6,0.22926829268292684
same nominal alpha,residual20_32,shuffled_residual20_32,fixed horizon 25,0.1,0.1,10,0.041952006220551195,0.001497228914374258,0.09626684177278877,6,0.0362278655594642,-0.005924136574139771,0.08280121056240257,8,0.008571429564882856,-0.010121178723162278,0.030327778159134684,6,0.18439024390243902
same nominal alpha,residual20_32,shuffled_residual20_32,fixed horizon 25,0.15,0.15,10,0.06045589192526248,0.020209442066133346,0.10815467374394575,7,0.05116221319876317,0.006456207343419104,0.09904269895826676,7,0.021962485107755093,-0.0018483426040154078,0.047559255718335254,6,0.08097560975609756
same nominal alpha,residual20_32,shuffled_residual20_32,fixed horizon 25,0.2,0.2,10,0.06097419394274297,0.022554385330632285,0.10316741214645883,9,0.05593523334682841,0.01336469345168057,0.10086185532047393,7,0.02176688814691414,-0.0009473210351611125,0.04666287337776371,7,0.041951219512195125
same nominal alpha,residual20_32,shuffled_residual20_32,fixed horizon 25,0.3,0.3,10,0.039074059467154476,0.007113549250207615,0.07527061555916337,6,0.03880829757433163,0.02099250107885437,0.058024586531753526,9,0.020514424716697694,0.0037960543304555614,0.03927237025832088,9,0.004878048780487805
independent FPR <= 0.05 operating points,residual20_32,shuffled_residual20_32,fixed horizon 25,0.025,0.025,10,0.01051153317206248,-0.00026988758042923464,0.024284234427743356,6,0.020471944964811757,-0.00016601687949705144,0.04332520085086513,6,0.009629074142055955,-0.002227993659400598,0.023210513550215774,5,0.12975609756097561
same nominal alpha,residual20_32,shuffled_residual20_32,fixed horizon 37,0.01,0.01,10,0.004284263249710494,-0.001581390339934787,0.011483049561629878,4,0.008035872505723695,-0.008775027402331066,0.025814622122806073,5,0.0042052015250676434,-0.005185715501883804,0.014428920083053092,5,0.40487804878048783
same nominal alpha,residual20_32,shuffled_residual20_32,fixed horizon 37,0.025,0.025,10,0.009009198886332117,-0.0011558232670468463,0.020448328267477205,4,0.018592060985582186,-0.005130388333104588,0.047511903858850985,5,0.01059643408574513,-0.004420133552422547,0.02751551982734479,5,0.23121951219512196
same nominal alpha,residual20_32,shuffled_residual20_32,fixed horizon 37,0.05,0.05,10,0.01378961709719781,0.00025041537197687224,0.030534260397331873,5,0.017590167341966112,-0.008686306664995517,0.04676865129415943,6,0.008212909272121895,-0.007117857419583774,0.024606986568933287,5,0.3053658536585366
same nominal alpha,residual20_32,shuffled_residual20_32,fixed horizon 37,0.075,0.075,10,0.014321495588151295,0.0018395338999643602,0.029496507857311113,6,0.02235690151729033,-0.001226728002363508,0.04758560710855314,7,0.006537901629033373,-0.006849079666679055,0.0204973100884064,6,0.12195121951219512
same nominal alpha,residual20_32,shuffled_residual20_32,fixed horizon 37,0.1,0.1,10,0.02831697034617192,0.007115581238995581,0.05329359803783327,7,0.03552644113869583,0.0026230097227674695,0.06969402469338595,9,0.011388435165978225,-0.007087139929356644,0.03141069564134905,5,0.08878048780487804
same nominal alpha,residual20_32,shuffled_residual20_32,fixed horizon 37,0.15,0.15,10,0.056574763524383266,0.017459425573842127,0.0996235081175937,7,0.062068510290735346,0.020457735447385654,0.1050016754018469,8,0.026529457587859996,-0.0007488874595489553,0.055698587713113624,7,0.026341463414634145
same nominal alpha,residual20_32,shuffled_residual20_32,fixed horizon 37,0.2,0.2,10,0.06207943521786106,0.01984466789555916,0.1111312357174153,7,0.06178573856988939,0.023833685511916843,0.10333019371718731,7,0.03225440095753403,0.005085293789797193,0.06209946242612671,7,0.016585365853658537
same nominal alpha,residual20_32,shuffled_residual20_32,fixed horizon 37,0.3,0.3,10,0.04757409003529335,0.0028221685374304278,0.10264591339222619,7,0.04401451814302228,0.010815763614952371,0.08342805492049792,8,0.03199192454873184,0.005518953424124758,0.05898350836648242,6,0.03219512195121951
independent FPR <= 0.05 operating points,residual20_32,shuffled_residual20_32,fixed horizon 37,0.025,0.05,10,-0.009536866197750734,-0.016022658920957986,-0.002499794321508001,1,-0.032224610219702673,-0.052435995950074914,-0.013518622511814148,1,-0.020427201770923588,-0.03209081382580301,-0.008951961718465209,3,0.016585365853658537
